fwy,dir,sta_from,sta_to,mid_x,mid_y,speed_pm_mph,vol_day_veh,cell_euclidean,cell_weighted
10,E,718118,717214,33628.766104635186,553.5002103567774,68.23312164964575,85051.5,19,24
10,E,717214,717219,34304.70814005219,477.6356303565053,68.58419986813601,85040.0,19,24
10,E,717219,718119,34798.47780289475,328.856450356423,68.58419986813601,85040.0,19,19
10,E,718119,763479,36075.667051260374,198.33375035651954,68.58419986813601,85040.0,19,19
10,E,763479,717236,38289.4924870383,-99.3915896432236,69.02337630537602,68778.5,19,19
10,E,717236,716181,39940.201955656885,-136.29416964338873,57.99704051954129,76903.0,19,19
10,E,716181,717241,41257.22844267223,370.49013035650785,45.099900685297214,100758.0,19,19
10,E,717241,717243,42288.43196396146,670.831490356765,44.65518339862887,102796.0,19,19
10,E,717243,716187,43023.71488611619,613.1120703565574,48.79470948483047,105631.0,19,19
10,E,716187,717247,43843.69804831574,502.0147103566502,53.04444044778759,104471.0,19,19
10,E,717247,768328,44573.678560233195,576.8217503568239,53.29877226209929,91651.5,19,20
10,E,768328,717251,45201.66836394246,841.8190103565405,52.519694663488266,90643.5,20,20
10,E,717251,717254,45879.08585264298,1177.3374903565732,50.83271167905942,100504.5,20,20
10,E,717254,774729,46765.694952167854,1507.51261035665,49.93611927576438,100529.0,20,20
10,E,774729,717257,47286.806608667175,1641.4862303565415,50.848824588758134,94599.5,20,20
10,E,717257,717260,47826.315323292205,1651.8389903565055,51.791886750828226,89273.5,20,20
10,E,717260,774744,48598.39236169965,1665.920970356546,51.74874503754018,96393.5,20,20
10,W,759259,737232,-22179.74714952622,-5440.302549643282,62.30235995692507,62280.0,31,31
10,W,737232,764050,-21828.86591558891,-5106.453869643383,62.97796594268833,70843.5,31,31
10,W,764050,737242,-21547.10044639148,-4883.3685896434445,64.05080656928965,68780.0,31,31
10,W,737242,737258,-20785.48990471231,-4622.768469643304,66.18734157545254,56798.0,31,31
10,W,737258,763490,-19980.860678242112,-4382.9851896432065,66.93915689457171,65063.5,31,31
10,W,763490,737269,-19631.501005503305,-4343.522249643178,67.3112783022342,80525.0,31,31
10,W,737269,764059,-18771.127309672236,-4174.649809643203,65.67990354035874,66855.5,31,31
10,W,764059,718411,-17786.400566807893,-3955.794689643263,63.65618588273067,58466.5,31,31
10,W,718411,737292,-17040.927795415468,-3893.5668096433646,65.24300596297232,88528.0,31,31
10,W,737292,763325,-16377.434897076419,-3884.82818964328,65.36508029317497,116561.0,31,31
10,W,763325,716032,-15922.211451260016,-3941.1561096434416,62.4526334437356,120636.5,31,31
10,W,716032,763341,-15322.992986575406,-4061.8826496435577,58.991262767337346,124629.0,31,31
10,W,763341,718099,-14470.042665076253,-4114.370029643528,57.22570047560234,123441.0,31,31
10,W,718099,717012,-13639.961869468993,-3849.762389643619,58.322141536378865,118584.5,31,31
10,W,717012,717015,-13019.257116346032,-3459.5301296433045,57.30103198372228,118594.5,31,31
10,W,717015,717019,-12389.33078020273,-3387.506089643223,56.06851703212038,118612.0,31,44
10,W,717019,718414,-11553.99368227384,-3553.5398696432453,56.4857231048487,123445.0,31,44
10,W,718414,764244,-10691.729561923716,-3635.3044096432545,56.36540205027716,121512.5,44,8
10,W,764244,773647,-10211.238978630196,-3612.984749643447,57.85005700539726,113451.0,8,8
10,W,773647,717026,-10026.807318216788,-3603.0216096432905,60.40271281316974,120655.5,8,8
10,W,717026,717029,-9786.3084330376,-3589.6632096434005,61.62893179073669,121004.0,8,8
10,W,717029,717031,-9361.377887443692,-3566.6199696434423,61.67114759876889,126598.5,8,8
10,W,717031,718103,-8960.377349788345,-3545.02388964339,62.39942113817217,138822.0,8,8
10,W,718103,717033,-8582.93795675166,-3522.5372496436084,64.11222800438054,135613.0,8,8
10,W,717033,763330,-7760.142211730699,-3432.980309643499,65.35050846513465,138909.5,8,8
10,W,763330,717036,-6923.975171329422,-3325.556509643413,64.20145346383507,136841.0,8,8
10,W,717036,763743,-6629.437809648469,-3290.602029643471,61.58671701163793,121920.5,8,8
10,W,763743,776177,-6533.3028066573825,-3287.652049643404,60.89169023553613,119973.5,8,8
10,W,776177,717040,-6253.473869894647,-3287.0397896433683,59.71466774756034,122708.0,8,8
10,W,717040,717041,-5846.617627022184,-3290.3237296433826,58.755052691336246,119157.0,8,8
10,W,717041,716063,-5384.524101855019,-3297.2255696433585,62.258381743384106,98134.5,8,9
10,W,716063,717043,-5023.406910764374,-3304.2387296434486,64.49137853455017,103368.5,8,9
10,W,717043,768598,-4681.6550440174315,-3308.0792696436392,62.997338168259574,121023.0,8,9
10,W,768598,717045,-4309.518061217363,-3309.693409643519,62.45784104946391,126883.0,8,9
10,W,717045,759289,-3875.1353930281775,-3254.3117096433416,64.56583206146082,94203.5,8,51
10,W,759289,763727,-3382.241780572346,-3178.614109643439,66.31575597834896,31123.5,9,51
10,W,763727,769097,-2460.590665568854,-3555.7106096433017,65.509834639227,73322.0,9,51
10,W,769097,769105,-1433.352424978998,-4122.106769643374,64.83429588349213,153493.5,9,16
10,W,769105,769118,-159.3446227553336,-4324.041249643322,65.17053155039497,170554.0,16,16
10,W,769118,764941,1282.91096168066,-2891.5198296433528,67.01332061925353,111530.0,16,47
10,W,764941,717047,2006.4363654842082,-1349.5151896433554,68.6654032110856,52474.0,47,47
10,W,717047,737329,2457.1873435357297,-1286.3967496433324,68.6654032110856,52474.0,47,47
10,W,737329,717049,2675.831076956018,-1307.3249096434893,68.41910844239817,68788.5,45,47
10,W,717049,717052,2863.7208310026276,-1370.0537296433095,67.93207531391988,85067.0,45,47
10,W,717052,717055,3145.5324081150484,-1438.3485496433145,64.48471240402314,79871.5,45,47
10,W,717055,717060,3576.088119351135,-1357.4745696434297,63.59884369653639,90323.5,45,47
10,W,717060,716076,4173.785022837241,-1256.1733696433098,65.25006875717342,110002.5,45,45
10,W,716076,718020,4771.620250068963,-1250.440389643151,65.82260940301637,110444.0,45,45
10,W,718020,718332,5519.536740962252,-1041.1031296433048,65.57288163686556,93549.0,27,45
10,W,718332,717065,6045.628052292628,-783.1190296432833,65.21193749424128,80275.0,27,45
10,W,717065,737345,6318.033614724102,-658.2179896434241,66.75574264758777,82850.5,27,45
10,W,737345,716084,6651.6704884123565,-588.3090296435396,66.02604181499854,83003.0,27,45
10,W,716084,717071,7132.89879834698,-457.17406964320446,64.48509894669309,77515.5,27,45
10,W,717071,716088,7678.217110276097,-185.33062964337134,63.4724318093618,94166.0,27,45
10,W,716088,717073,8081.430827855409,68.868590356319,65.40178876050456,102456.0,27,45
10,W,717073,716091,8636.201262379804,373.16181035648583,66.40211468799508,99015.5,27,27
10,W,716091,717079,9385.915961962175,548.1011903565666,63.64484093712676,100051.0,27,27
10,W,717079,717081,9839.479522835114,540.8097303567832,62.65101912651308,93387.0,27,27
10,W,717081,717087,10372.21037394066,549.6596703569821,62.28350674344006,98447.0,27,27
10,W,717087,717091,10903.926850913871,558.3982903566712,61.241143935607596,101593.5,27,27
10,W,717091,716101,11192.33185988582,563.1850503564503,61.8749628340468,114145.5,27,27
10,W,716101,717095,11801.04855508135,574.4283703565388,62.57727173329286,113968.5,27,27
10,W,717095,717101,12265.493583918753,583.5566103564306,61.84010193398528,99761.5,27,27
10,W,717101,717108,12642.149142399347,593.074470356525,61.87718659928606,106706.0,27,27
10,W,717108,717112,13043.103572139053,596.6923703568824,61.19625812352308,108801.5,27,27
10,W,717112,717116,13468.910168119024,598.306510356762,55.8099678123549,102239.0,27,27
10,W,717116,717119,13878.763425473508,605.8206103567742,52.41941942222651,103940.5,41,27
10,W,717119,717121,14274.277121230982,612.5554703567763,53.21860727190269,98513.0,41,27
10,W,717121,717125,14989.77974780647,623.9101103565837,52.40717151678838,91484.0,41,27
10,W,717125,717129,15486.638640961672,632.3704303565798,54.076524799249086,96761.5,41,41
10,W,717129,717134,15760.51965667601,635.3204103566461,53.101765285786556,116075.0,41,41
10,W,717134,717135,16340.972199913711,644.6156303565117,50.25273752200085,111393.5,41,41
10,W,717135,717139,17110.882166311516,633.0383503564753,52.57298174110228,97318.0,41,41
10,W,717139,717142,17816.65602279984,444.3509503566976,56.56392897976387,98395.5,17,17
10,W,717142,774441,18585.55161506531,211.63649035654984,63.78903814929838,97551.5,17,17
10,W,774441,717150,19208.976735179058,145.2341103565128,69.22022491740606,102988.5,17,17
10,W,717150,717154,19620.858740798212,149.57559035662527,69.85369838517198,102318.0,17,17
10,W,717154,767329,20127.538619870553,100.59479035650213,69.02490463633092,93078.0,17,17
10,W,767329,717157,20953.4697031185,-123.3810496435612,68.43710758276914,68899.5,17,17
10,W,717157,768174,21973.515108952026,-215.88796964334165,62.11403922069297,73702.5,17,17
10,W,768174,717160,22787.642565933802,-83.4728296434703,55.51164678049026,100501.5,17,17
10,W,717160,717162,23509.047005642704,34.91599035661565,52.87232710570568,99081.0,17,17
10,W,717162,717167,23994.33281210667,110.1126503569921,51.77278386080825,91911.0,17,17
10,W,717167,775029,24225.241250944964,144.45487035689823,53.203492373285826,89618.0,17,17
10,W,775029,717169,24606.83035634162,206.0148303569011,60.463821921286154,86265.0,17,17
10,W,717169,717171,25386.19244533536,329.02343035679235,67.8820434311555,85063.0,17,17
10,W,717171,764227,26334.586151098174,463.99893035652724,67.36893006317234,95955.0,17,17
10,W,764227,717176,27037.455208935105,552.609650356653,66.8558166951892,106847.0,17,40
10,W,717176,716146,27756.969224124296,614.5592303568585,67.72000828166261,95943.5,17,40
10,W,716146,717187,28558.324788622554,636.0439903567967,68.23312164964575,85051.5,17,40
10,W,717187,717192,28999.946399483706,630.6449703565858,67.8820434311555,85063.0,17,40
10,W,717192,716153,29433.591341031788,624.4110503565054,67.71757298055778,95955.0,17,40
10,W,716153,717196,30204.83843696749,613.946970356427,68.1591791176576,79679.0,40,40
10,W,717196,717200,30709.489567774504,607.8800303563205,68.32364956825532,68787.0,40,24
10,W,717200,763731,31183.709474613406,602.0357303564429,65.79036750139903,109640.0,40,24
10,W,763731,717202,31908.756439615456,594.1320103566234,65.79036750139903,109640.0,24,24
10,W,717202,717207,32326.724690028626,590.1244903568543,67.8820434311555,85063.0,24,24
10,W,717207,717209,32720.62460875763,585.8943303568562,67.36893006317234,95955.0,19,24
10,W,717209,717211,33162.75340668429,581.1632303565409,67.36893006317234,95955.0,19,24
10,W,717211,717216,33540.46944721155,576.8774103566834,67.8820434311555,85063.0,19,24
10,W,717216,717220,34194.27968337908,523.0541903569215,67.36893006317234,95955.0,19,24
10,W,717220,717224,34703.17274237604,408.22761035693804,67.36893006317234,95955.0,19,19
10,W,717224,717226,35832.90887824092,297.01893035691637,67.8820434311555,85063.0,19,19
10,W,717226,717235,38100.21949553814,-36.3288096434556,68.32364956825532,68787.0,19,19
10,W,717235,717238,39932.54804174938,-114.9207296435651,66.57352526841379,68050.0,19,19
10,W,717238,717240,41061.776990548744,364.75715035674466,65.22065042396929,91616.5,19,19
10,W,717240,763485,41871.939166831806,662.7051303567166,64.63952672251877,96575.0,19,19
10,W,763485,717245,42799.12323164685,630.4223303567524,63.93567963981009,97796.0,19,19
10,W,717245,717246,43844.343559126864,521.9409903569638,64.9508316015189,101197.5,19,19
10,W,717246,717249,44571.511488223565,596.9706703569707,63.802187856969,95657.0,19,20
10,W,717249,768339,45201.62225602746,864.3613103569725,61.83941286501779,82438.0,20,20
10,W,768339,717252,45635.26719757555,1079.2089103567487,61.144566357160556,75579.5,20,20
10,W,717252,768349,46037.005461872,1276.6905903564702,60.91852853837932,82335.5,20,20
10,W,768349,774728,46772.15006028177,1531.2794303563633,62.11475786986806,101168.5,20,20
10,W,774728,716193,47286.99104032713,1662.080430356355,63.77623387755354,118611.0,20,20
10,W,716193,717258,47609.33147481538,1667.7020903563994,63.06697696660573,111128.5,20,20
10,W,717258,774743,48381.639052798404,1681.3387903563776,63.01054495720031,100930.0,20,20
14,N,764262,764276,-23824.232049606493,33732.426210356774,65.15050658496331,72177.0,50,29
14,N,764276,764269,-23201.544656133847,34669.350990356674,65.15798670884024,70200.5,50,29
14,N,764269,764304,-22011.68379897384,35655.033930356476,64.87115991647659,65144.0,50,29
14,N,764304,764318,-20185.764252962188,37037.57267035648,66.86250560042512,57070.0,50,29
14,N,764318,766694,-18074.20617288436,38751.733690356465,67.52051258267984,46728.5,50,29
14,N,766694,766721,-14811.932855568812,40449.47501035638,66.02530612587987,38568.0,50,36
14,N,766740,766758,-5783.726430820629,45998.164750356664,66.0851475586797,50004.0,36,36
14,S,775511,764283,-24093.27173423474,32062.29225035636,65.52782296254037,72128.0,50,29
14,S,764283,764290,-23402.067978919014,34499.4210103566,66.61452699463686,69362.0,50,29
14,S,764290,764297,-22414.759192808848,35393.93287035681,66.52160940975227,62787.5,50,29
14,S,764297,764311,-20765.940148709313,36691.256150356814,66.89253988497522,55099.5,50,29
14,S,764311,764322,-19705.50420924426,37407.043750356606,65.88622471471643,47549.0,50,29
14,S,764322,766703,-18227.100019366688,38694.236910356485,64.81843539124623,41918.0,50,29
14,S,766703,766712,-15349.597253590422,40342.49649035675,67.44826665711196,39429.0,50,36
14,S,766730,766749,-6396.73116212175,45733.66843035686,66.14868639951806,55440.0,36,36
23,N,771253,771578,-57116.22161048357,12801.7615103565,66.30183644470544,50303.5,53,26
23,N,771578,771268,-57076.799343070044,13729.558050356514,64.6593925890385,54401.0,53,26
23,N,771268,771285,-56923.85938867142,14555.051510356567,65.74964148861713,49220.0,50,26
23,N,771285,771294,-56668.19099942283,14953.131830356444,65.0175824055134,51311.5,50,26
23,N,771294,771306,-56290.38274306494,15477.94997035629,65.80821864167717,47119.5,50,26
23,N,771306,771318,-56068.14259226649,15923.508270356528,66.47598831364127,40895.5,50,26
23,N,771318,771349,-56067.12821813481,16304.222670356748,65.64968591017285,43778.5,50,50
23,N,771349,771329,-56027.19876365512,17066.59769035678,66.16589086629236,42918.0,50,50
23,N,771329,771340,-55893.716349430164,17807.20965035678,66.30392544113863,40923.0,50,50
23,N,771340,771360,-55512.911078590914,18727.32511035681,67.0965041580687,36152.0,50,50
23,N,771360,771371,-55194.99700395256,19633.414250356655,68.07811372937277,32195.5,50,50
23,N,771371,771386,-55202.09762287825,20228.2526703565,67.02569904792672,34410.5,50,50
23,N,771386,771396,-55361.861548712,21036.3802103565,66.29727654448658,35306.5,50,50
23,N,771396,771410,-55856.23061445135,21816.17681035644,67.61343906459344,30810.5,50,50
23,N,771410,771421,-56227.90651810024,22233.960770356403,67.3786502604064,29538.0,50,50
23,N,771421,771431,-56529.91336202809,22688.369010356444,66.20443230149407,32976.0,50,50
23,N,771431,771441,-57073.06460194692,23519.81809035649,64.9347932847812,29704.0,50,50
23,S,771254,771577,-57153.56902171743,12674.578410356866,66.49839198552354,51847.0,53,26
23,S,771577,771565,-57177.960108807165,13491.72287035664,65.33167517734122,51703.0,53,26
23,S,771565,771553,-57130.51506416559,14208.790650356366,64.20592697773579,47541.0,50,26
23,S,771553,771295,-56836.25434997522,14751.753950356673,65.82426631489025,46348.5,50,26
23,S,771295,771542,-56449.82391349312,15290.431430356726,66.0101160472851,46792.5,50,26
23,S,771542,771531,-56212.737014031496,15577.804010356505,66.37769134289013,41860.0,50,26
23,S,771531,771350,-56127.2068315143,16070.617650356477,66.94227419173754,41773.5,50,50
23,S,771350,771521,-56110.74630582199,16890.26681035665,66.73698175349817,42999.0,50,50
23,S,771521,771509,-56051.77428240481,17497.239110356706,66.72082031110189,40697.0,50,50
23,S,771509,771499,-55738.74764676753,18196.217390356625,66.64675218985056,40549.0,50,50
23,S,771499,771488,-55392.84606766127,19001.840230356618,67.78019028505771,35706.5,50,50
23,S,771488,771385,-55282.00263975262,19927.243390356743,68.53302051564711,32355.0,50,50
23,S,771385,771400,-55391.37061437841,20996.86161035661,67.79515582571503,34442.0,50,50
23,S,771400,771475,-55781.67411572924,21647.582670356554,68.03434156528556,31119.0,50,50
23,S,771475,771463,-56157.407515906816,22069.151510356853,68.45786862402544,26782.0,50,50
23,S,771463,771432,-56558.361945646524,22662.04183035687,68.3095764322711,29347.5,50,50
23,S,771432,771453,-57018.24229088841,23360.46351035661,67.41248280536288,29201.0,50,50
47,N,772410,772421,-3224.9676821544535,-35349.53750964343,66.4243994288774,14998.5,39,39
47,S,775762,775763,-4534.294147346653,-35384.49198964297,67.37089797342543,24136.5,39,39
47,S,775763,772411,-4159.252365895192,-35361.448749643016,67.96145925218906,18243.0,39,39
47,S,772411,772396,-3784.2105844437315,-35338.40550964306,66.40700296918796,15890.5,39,39
47,S,772396,772420,-3228.1030203814357,-35340.57624964311,66.76313731244772,17482.5,39,39
57,N,774826,763539,35195.420844020744,-12242.566809643286,64.26077852317114,90663.0,46,46
57,N,763539,769061,35801.50938805546,-11490.099269643159,63.02851624720154,84535.5,46,46
57,N,769061,763546,36231.281264734804,-10862.198809643338,61.53409489165658,81370.5,46,46
57,N,763546,774854,36571.00438321708,-10326.805269643299,59.93076543532851,78780.0,46,46
57,N,774854,769068,36769.08398650137,-9711.539629643219,55.2131219504505,78215.5,46,46
57,N,769068,763553,36756.21987818723,-9031.430089643516,47.97835542095737,82228.0,46,46
57,N,763553,774813,36955.12942394326,-8136.973889643564,40.780310497432566,86931.5,46,46
57,N,774813,774866,38355.79566895676,-6147.462849643502,50.95212002040084,74413.5,46,46
57,N,774866,763558,39685.36350888069,-4261.089789643273,64.77229318982486,58915.5,46,19
57,N,763558,774877,39984.51166207148,-3575.9708496431676,65.29575497867025,63362.5,46,19
57,N,774877,763563,40362.18159468376,-2977.5701896432192,64.6966443096252,63410.0,19,19
57,N,763563,763568,40613.19308450686,-2457.9284296433543,66.01124356840484,61856.0,19,19
57,N,763568,774841,40535.82400296333,-1943.9639896433937,65.28382105288917,69045.0,19,19
57,N,774841,716203,40344.614479029784,-1196.5058496432748,64.56563243591249,52688.5,19,19
57,N,716203,774902,40114.76652223882,-326.4843896433272,64.16628788092856,33959.0,19,19
57,N,774902,764096,39696.15276101452,692.9285103567391,62.085752987306215,60479.5,19,19
57,N,764096,718356,39146.63862881175,1981.4575103568013,63.164909441785895,79498.0,19,52
57,N,718356,718053,38892.53790867666,3072.8387903566936,65.55181652602471,77765.5,52,52
57,N,718053,774799,38880.088771598705,3704.5797903567045,66.51340665288024,83680.5,52,52
57,N,774799,718051,38832.597619042135,4087.242290356752,66.72745452312617,80645.0,52,52
57,N,718051,764089,38631.33656961521,4842.826790356523,68.34477075382759,74504.5,52,52
57,S,774827,763970,35167.202799977254,-12238.503629643263,65.59971075586066,85686.5,46,46
57,S,763970,763597,35774.7206893805,-11478.35500964315,63.62522246946762,81547.5,46,46
57,S,763597,774855,36385.09726952015,-10579.279029643392,62.34907905227199,70018.0,46,46
57,S,774855,763590,36753.914482432636,-9746.71674964339,64.6929603463527,70491.0,46,46
57,S,763590,774812,36976.56960446728,-8505.999689643239,67.68517029662473,80720.0,46,46
57,S,774812,774865,38335.969265462525,-6136.6648096434765,62.69112154009136,71364.0,46,46
57,S,774865,763583,39576.36439757545,-4415.601949643515,58.7776121970804,58066.0,46,19
57,S,763583,774878,39874.17542122835,-3728.4235896434666,62.48756357440069,63989.5,46,19
57,S,774878,763578,40275.54482220425,-3104.586309643275,63.67358343427193,67233.0,46,19
57,S,763578,763573,40526.92517534856,-2648.5639296433556,63.61761674018963,62356.5,19,19
57,S,763573,774842,40510.92572880743,-2005.4682896435372,66.20861000751735,64725.0,19,19
57,S,774842,764420,40321.65273730793,-1203.4633496435058,67.36880792624149,49898.0,19,19
57,S,764420,774901,40093.87963669661,-336.6145096434577,65.57903555020702,31367.0,19,19
57,S,774901,718054,39644.00470903181,718.9217303567636,63.041863298765215,57048.0,19,19
57,S,718054,763649,39090.34086446973,2011.8478703567976,62.515160960055695,81137.0,19,52
57,S,763649,718052,38856.481519065055,2923.948290356497,64.3633064200425,77890.5,52,52
57,S,718052,774800,38849.15036056377,3556.579850356632,66.47498980426063,84957.0,52,52
57,S,774800,768779,38819.456863237414,4069.9320303569525,65.03870785492285,84215.0,52,52
57,S,768779,718050,38724.79731352984,4312.164350356799,64.20692162755265,71950.0,52,52
57,S,718050,774891,38561.9441573841,4722.879490356813,67.77787500660378,74692.5,52,52
57,S,774891,774890,38469.08281636561,4967.672170356919,70.02639828741155,76527.5,52,52
57,S,774890,718048,38445.5216717476,5218.086510356674,67.11873235589802,71670.0,52,52
60,E,717262,773281,2659.001687943811,-4260.143569643289,70.21762851239103,100661.0,16,16
60,E,773281,717264,3474.973461529653,-4227.415489643263,68.73553014024834,122590.5,16,16
60,E,717264,717265,4290.668587624918,-4032.1045496432016,66.98172407808177,112197.5,16,16
60,E,717265,717268,4993.445429631876,-3890.839469643527,67.59446524937263,106780.0,3,45
60,E,717268,716213,5784.657252806772,-3698.589829643647,67.24668557921461,103501.0,3,45
60,E,716213,773258,6502.096411816303,-3490.644069643451,65.22439854910945,115300.5,3,45
60,E,773258,773274,7071.759702920173,-3408.823869643187,63.94413464679542,131394.5,3,3
60,E,773274,717273,7823.8259061727795,-3417.673809643386,63.43933053920923,117617.5,3,3
60,E,717273,717279,8408.15151427857,-3542.6305096435003,63.23884567017873,110131.0,3,3
60,E,717279,768444,8844.470714902454,-3699.4247296435165,61.08215659502088,113281.5,3,3
60,E,768444,773222,9519.721131592689,-3765.548809643465,60.092117573814534,104884.0,3,3
60,E,773222,773232,11015.922976699818,-3717.4585696434665,61.79005346099299,96616.5,3,3
60,E,773232,773304,12512.724224703088,-3574.9133096434643,61.785558235456136,99647.0,3,3
60,E,773304,773293,13143.757150809353,-3469.771569643154,59.833702994702676,114780.5,41,3
60,E,773293,717285,13496.943780501915,-3455.2443096430516,57.07691466497174,115604.5,41,3
60,E,717285,717290,13740.900759314303,-3407.7663296430887,61.010174964822006,97452.5,41,3
60,E,717290,773342,14096.623324337705,-3303.0698696432355,50.602349476938016,131941.0,41,3
60,E,773342,773245,14320.338928419673,-3235.053349643319,50.33074723623011,151478.0,41,41
60,E,773245,717292,14536.170079019199,-3152.0642896432378,65.53951885844424,116930.0,41,41
60,E,717292,773317,15120.172931719424,-2968.386289643073,65.50042169405452,103361.5,41,41
60,E,773317,717296,15855.13309846859,-2855.3964896431976,64.87081188139166,104938.0,41,41
60,E,717296,717301,16342.263221536625,-2845.4333496434365,63.89405638061841,110713.5,41,41
60,E,717301,717303,16874.025806424823,-2917.4017296432626,64.55219180206737,111626.0,41,41
60,E,717303,717308,17387.85241233785,-3008.294509643163,65.06858693413051,121911.5,41,41
60,E,717308,773330,17757.45345980708,-3086.107189643263,65.19106897270007,124392.0,41,41
60,E,773330,717312,18322.874822721,-3205.887509643395,66.75278181394796,113129.5,41,41
60,E,717312,716235,19069.500291991375,-3410.326689643348,66.26401004536032,94148.5,41,41
60,E,716235,716237,19889.11459087037,-3761.2629896432118,64.47747736998318,96785.5,41,41
60,E,716237,717318,20670.597643958754,-4091.3824496434295,66.83027806832665,127257.0,41,41
60,E,717318,773409,21527.328814496017,-4229.697549643433,67.83011943849189,126456.5,41,41
60,E,773409,773460,22552.722738481807,-4644.6985096433045,66.18214280662491,105701.5,41,41
60,E,773460,767722,23332.6381224567,-5294.3620296435465,67.03985037677612,97753.5,41,41
60,E,767722,718453,23798.374172917014,-5828.252749643425,65.76501731556772,103689.0,41,41
60,E,718453,773424,24374.07760089926,-6240.6376896431775,65.40375586241325,103844.0,41,41
60,E,773424,717322,25070.81430602719,-6512.091509643204,66.63096306472818,95334.5,41,41
60,E,717322,717328,25615.1643517383,-6711.1873296432,63.181067136485126,90071.5,41,41
60,E,717328,718123,26105.983108015127,-6892.750249643169,62.67366875572269,101067.5,41,41
60,E,718123,773473,26770.490380486517,-7138.823109643206,64.1166477954858,107430.0,41,41
60,E,773473,773492,27404.658644819112,-7374.376229643306,62.685555173612315,98299.0,17,17
60,E,773492,717332,28116.195990695232,-7631.803729643151,63.8605970531136,87626.5,17,17
60,E,717332,717334,28684.153288939997,-7803.180869643129,64.74573705140119,84856.0,17,17
60,E,717334,716254,29009.35241416531,-7853.4418496431845,63.688695951553555,92618.5,17,17
60,E,716254,773520,29294.99094823083,-7896.745329643404,64.38140986880333,100103.5,46,46
60,E,773520,717340,30145.681981889058,-8004.89270964364,61.02183274358555,94607.0,46,46
60,E,717340,717343,31030.262333149265,-8094.560969643469,55.39545592806772,80005.0,46,46
60,E,717343,773507,31416.047258820232,-8094.22700964352,59.48272875481719,88940.5,46,46
60,E,773507,773505,31649.168877583146,-8093.0581496437035,59.48981155655256,104371.0,46,46
60,E,773505,717346,32034.999911169096,-8093.559089643625,50.53760596374606,97788.5,46,46
60,E,717346,717352,32541.310926920232,-8097.622269643649,44.804269500341746,90577.5,46,46
60,E,717352,773535,33035.49556099897,-8053.094269643753,39.83587199932068,106088.0,46,46
60,E,773535,717357,33772.438368097166,-7935.707329643511,40.364007231636286,119143.0,46,46
60,E,717357,717358,34317.20338504448,-7832.012749643502,55.619566697285336,100003.5,46,46
60,E,717358,716265,34979.359153845624,-7702.157969643494,63.76345247359524,111215.0,46,46
60,E,716265,773439,35617.077727641394,-7575.086189643183,62.07146086631215,136900.0,46,46
60,E,773439,718127,36117.9480094103,-7470.890669643251,66.19005182387241,110748.0,46,46
60,E,718127,774164,36744.09349651549,-7346.3792496432,66.19005182387241,110748.0,46,46
60,E,774164,774180,37338.05565887847,-7226.877229643156,64.49806021658931,136433.0,46,46
60,E,774180,774947,37954.2879442359,-6893.139869643372,64.68611987806997,170542.0,46,46
60,E,774947,766806,38424.49646246043,-6434.724109643563,61.23982106898792,157888.5,46,46
60,E,766806,774927,38821.85447482198,-5920.704009643347,58.2870327392569,115737.0,46,19
60,E,774927,766661,39411.205845674456,-5170.741169643223,59.9426282329414,102261.5,46,19
60,E,766661,774475,41375.771892402714,-4695.516089643535,62.58681990753616,88017.0,46,20
60,E,774475,766569,43559.673291278035,-4694.848169643641,62.80982644797241,87750.0,20,20
60,E,766569,766600,44474.039355695226,-4749.339309643694,62.965614236163475,82410.5,20,20
60,E,766600,766644,44951.256277016146,-4794.9805096435475,63.23158385563181,75659.5,20,20
60,E,766644,766620,45382.36528323339,-4824.146349643472,58.61207788220757,70743.5,20,20
60,E,766620,766585,45845.0582112967,-4785.796609643401,56.71543045521146,77930.0,20,20
60,E,766585,766843,46529.53021100728,-4711.935789643211,57.637262148652724,85051.5,20,20
60,W,764418,716206,2448.334623835939,-4168.304569643009,68.81068269673361,52508.5,16,16
60,W,716206,717263,3292.8010889558527,-4167.636649643113,68.20460610903608,79676.5,16,16
60,W,717263,717266,4260.237363656149,-4020.248969643077,67.24816934918962,100708.0,16,16
60,W,717266,717269,5032.452725808549,-3852.545389643316,66.2519579587797,98827.0,3,45
60,W,717269,717270,5753.995489263067,-3670.8711496436285,64.40155776671558,95892.0,3,45
60,W,717270,773257,6428.185423905979,-3480.959229643383,64.44950579164984,91997.5,3,45
60,W,773257,773273,7070.376465466631,-3387.2834496433898,66.24259438720011,112491.5,3,3
60,W,773273,717274,7828.1600501920475,-3397.6918696436087,67.36919705870119,126901.5,3,3
60,W,717274,717277,8394.595787238308,-3509.2901696434374,68.01916604871244,126012.5,3,3
60,W,717277,717281,8829.808397899878,-3666.251369643428,68.1164840028347,129017.5,3,3
60,W,717281,773221,9523.455872715811,-3745.7895096435213,65.72339923584144,119322.0,3,3
60,W,773221,773233,11012.87985430281,-3694.6379696433414,63.70674712792972,106415.0,3,3
60,W,773233,773305,12505.992469098597,-3551.536109643163,63.63941673163738,111050.0,3,3
60,W,773305,717282,13136.518208138696,-3449.4000096431737,65.38041157940144,112317.5,41,3
60,W,717282,773294,13377.616496214681,-3448.1198296432417,64.35465792412224,130685.0,41,3
60,W,773294,717288,13543.512774756775,-3421.2917096433475,64.35465792412224,130685.0,41,3
